guid,id,name,Platform,Rating,Score,Action,Platformer,Puzzle,First-Person Shooter,Driving/Racing,Vehicular Combat,Shooter,Fighting,Adventure,Role-Playing,Action-Adventure,Shoot 'Em Up,Brawler,Wrestling,Compilation,Strategy,Simulation,Sports,Flight Simulator,Music/Rhythm,Baseball,Card Game,Trivia/Board Game,Football,Dual-Joystick Shooter,Golf,Real-Time Strategy,MMORPG,Tennis,Text Adventure,Soccer,Light-Gun Shooter,Billiards,Block-Breaking,Pinball,MOBA,Bowling,Snowboarding/Skiing,Basketball,Skateboarding,Educational,Minigame Collection,Cricket,Hockey,Fishing,Gambling,Surfing,Boxing
3030-73268,73268,Himno,PS4,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73307,73307,The Elder Scrolls Online: Elsweyr,PS4,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
3030-73313,73313,Olympic Games Tokyo 2020: The Official Video Game,PS4,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73314,73314,Labyrinth of Galleria: Coven of Dusk,PS4,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73323,73323,Diabolik Lovers: Grand Edition,PS4,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73330,73330,Tom Clancy's Ghost Recon Breakpoint,PS4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73332,73332,Predator: Hunting Grounds,PS4,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73368,73368,SnakeyBus,PS4,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73408,73408,Rocket Arena,PS4,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73428,73428,Prodeus,PS4,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73429,73429,The Last Door: Complete Edition,PS4,T,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73432,73432,Cricket 19,PS4,E,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73437,73437,Super Tennis Blast,PS4,E,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,
3030-73450,73450,Azur Lane: Crosswave,PS4,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73451,73451,Tamarin,PS4,,,Yes,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73457,73457,Paper Dolls: Original,PS4,T,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73465,73465,Sid Meier's Civilization VI: Gathering Storm,PS4,E10+,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73475,73475,Virtual Virtual Reality,PS4,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73497,73497,Lapis x Labyrinth,PS4,E10+,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73499,73499,MotoGP 19,PS4,E,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73513,73513,Dream Match Tennis VR,PS4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,
3030-73517,73517,Call of Duty: Modern Warfare,PS4,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73537,73537,Cosmosa,PS4,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73541,73541,Cube Zone,PS4,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73543,73543,Peasant Knight,PS4,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73546,73546,Super Kickers League,PS4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,
3030-73551,73551,Seven: Enhanced Edition,PS4,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73553,73553,Frane: Dragons' Odyssey,PS4,T,,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73557,73557,Spice and Wolf VR,PS4,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73558,73558,Nightwalk,PS4,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73560,73560,Diesel Guns,PS4,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73564,73564,Danganronpa Trilogy,PS4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73565,73565,Tale of the Fragmented Star: Single Fragment Version,PS4,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73569,73569,Counter Fight,PS4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73570,73570,Gods Remastered,PS4,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73576,73576,198X,PS4,T,,Yes,,,,Yes,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73584,73584,Neverout,PS4,E10+,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73586,73586,Need for Speed Heat,PS4,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73601,73601,FIFA 20,PS4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,
3030-73658,73658,Lornsword Winter Chronicle,PS4,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
3030-73679,73679,Jumanji: The Video Game,PS4,T,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73709,73709,Watch Dogs: Legion,PS4,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73710,73710,The Angry Birds Movie 2 VR: Under Pressure,PS4,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73720,73720,Atelier Ryza: Ever Darkness & the Secret Hideout,PS4,T,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73722,73722,Harvest Moon: Mad Dash,PS4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73724,73724,Omega Labyrinth Life,PS4,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73725,73725,Darksiders Genesis,PS4,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73726,73726,Outriders,PS4,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73728,73728,Just Dance 2020,PS4,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73732,73732,Neon Junctions,PS4,E,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73739,73739,The Savior's Gang,PS4,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73740,73740,Summer Sports Games,PS4,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,
3030-73741,73741,Yooka-Laylee and the Impossible Lair,PS4,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73743,73743,Stunt Kite Party,PS4,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73744,73744,Captain Cat,PS4,E,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73745,73745,Elden Ring,PS4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73746,73746,Tales of Arise,PS4,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73750,73750,Road to Guangdong,PS4,,,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73754,73754,Transient,PS4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73759,73759,Destroy All Humans!,PS4,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73763,73763,Blair Witch,PS4,M,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73764,73764,Spiritfarer,PS4,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73766,73766,LEGO Star Wars: The Skywalker Saga,PS4,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73770,73770,GhostWire: Tokyo,PS4,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73771,73771,Deathloop,PS4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73776,73776,Fall Guys,PS4,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73786,73786,Zombie Army 4: Dead War,PS4,,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73787,73787,Cris Tales,PS4,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73788,73788,Tom Clancy's Rainbow Six Quarantine,PS4,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73789,73789,Gods & Monsters,PS4,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73799,73799,Circuit Superstars,PS4,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73800,73800,Damascus Gear: Operation Osaka,PS4,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73808,73808,Trials of Mana,PS4,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73809,73809,Contra: Rogue Corps,PS4,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
3030-73812,73812,Empire of Sin,PS4,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73815,73815,Baldo,PS4,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73817,73817,The Dark Crystal: Age of Resistance Tactics,PS4,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73818,73818,Lost Words: Beyond the Page,PS4,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73819,73819,Killing Floor: Double Feature,PS4,,,,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73820,73820,Battlewake,PS4,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73821,73821,Word Wheel by POWGI,PS4,E,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
3030-73822,73822,CastleStorm II,PS4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73837,73837,Doctor Who: The Edge of Time,PS4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73838,73838,SpongeBob SquarePants: Battle for Bikini Bottom – Rehydrated,PS4,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73841,73841,eFootball PES 2020,PS4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,
3030-73854,73854,Heroland,PS4,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73856,73856,Akiba's Trip: Hellbound & Debriefed,PS4,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73877,73877,Infected Shelter,PS4,,,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73879,73879,Daymare: 1998,PS4,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73965,73965,Citizens of Space,PS4,T,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73973,73973,"Penn & Teller VR: Frankly Unfair, Unkind, Unnecessary & Underhanded",PS4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73977,73977,NHL 20,PS4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,
3030-73978,73978,Cybarian: The Time Travelling Warrior,PS4,E10+,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73982,73982,Genshin Impact,PS4,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73991,73991,Arcade Racing Legends,PS4,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73995,73995,Akash: Path of the Five,PS4,M,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74000,74000,Doughlings: Invasion,PS4,E,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74010,74010,GRID,PS4,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74025,74025,One Punch Man: A Hero Nobody Knows,PS4,T,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74040,74040,Spider-Man: Far From Home Virtual Reality Experience ,PS4,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74064,74064,SolSeraph,PS4,E,,Yes,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74067,74067,Hero Express,PS4,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74075,74075,Grass Cutter - Mutated Lawns,PS4,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74083,74083,Furwind,PS4,E10+,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74084,74084,Tour de France 2019,PS4,E,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74091,74091,Kingdom Hearts: All In One Package,PS4,E10+,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74150,74150,NBA 2K20,PS4,E,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,
3030-74158,74158,WRC 8 FIA World Rally Championship,PS4,,,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74167,74167,River City Girls,PS4,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74169,74169,Beat Blaster,PS4,E10+,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74176,74176,One Piece: Pirate Warriors 4,PS4,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74186,74186,Paradox Soul,PS4,T,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74191,74191,Death end re;Quest 2,PS4,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74219,74219,Ice Age: Scrat’s Nutty Adventure,PS4,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74220,74220,Race With Ryan,PS4,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74224,74224,MXGP 2019,PS4,E,,,,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74237,74237,Bouncy Bullets,PS4,E,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74250,74250,Dead or School,PS4,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74260,74260,Gabbuchi,PS4,E,,Yes,,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74351,74351,Mars Alive,PS4,E,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74357,74357,Mochi Mochi Boy,PS4,E,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74358,74358,Tetsumo Party,PS4,T,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74359,74359,Aritana and the Twin Masks,PS4,E10+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74360,74360,The Tower of Beatrice,PS4,E,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74378,74378,"Warhammer 40,000: Inquisitor - Prophecy",PS4,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74386,74386,Sky: Children of the Light,PS4,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74391,74391,Bring Them Home,PS4,E,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74392,74392,Counter Fight 3,PS4,T,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74393,74393,Medusa and Her Lover,PS4,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74430,74430,eCrossminton,PS4,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74431,74431,Hoggy 2,PS4,E,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74442,74442,Swords of Gurrah,PS4,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
3030-74447,74447,Mighty Switch Force! Collection,PS4,E10+,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74494,74494,Garfield Kart: Furious Racing,PS4,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74495,74495,Ninja Jajamaru-kun Collection,PS4,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74498,74498,Super Wiloo Demake,PS4,E,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74500,74500,Guacamelee! One-Two Punch Collection,PS4,E10+,,Yes,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74501,74501,Subdivision Infinity DX,PS4,E10+,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74502,74502,WWE 2K20,PS4,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74506,74506,Don’t Even Think,PS4,T,,Yes,,,Yes,,,Yes,,,,Yes,,,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
3030-74513,74513,Driven Out ,PS4,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74556,74556,Knightin'+,PS4,E10+,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74557,74557,Under Night In-Birth Exe:Late[cl-r],PS4,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74573,74573,Guilty Gear Strive,PS4,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74597,74597,Those Who Remain,PS4,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74598,74598,"Cook, Serve, Delicious! 3?!",PS4,,,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74610,74610,EVE rebirth terror,PS4,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74629,74629,Kine,PS4,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74634,74634,Smush.TV,PS4,,,,,Yes,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74638,74638,The Coma 2: Vicious Sisters,PS4,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74639,74639,Wintermoor Tactics Club,PS4,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74643,74643,Sail Forth,PS4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74647,74647,Weakless,PS4,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74680,74680,Tactics V: Obsidian Brigade,PS4,E10+,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74693,74693,Bubble Bobble 4 Friends,PS4,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74695,74695,Gravity Duck,PS4,E,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74707,74707,Caretaker,PS4,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74713,74713,NASCAR Heat 4,PS4,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74714,74714,Whipseey and the Lost Atlas,PS4,E,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74716,74716,Headspun,PS4,T,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74776,74776,Kerbal Space Program 2,PS4,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74787,74787,Little Nightmares II,PS4,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74788,74788,Port Royale 4,PS4,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74791,74791,The Yakuza Remastered Collection,PS4,M,,,,,,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74792,74792,Mekabolt,PS4,E,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74794,74794,Pantsu Hunter: Back to the 90s,PS4,T,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74796,74796,Ghostrunner,PS4,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74832,74832,Bookbound Brigade,PS4,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74836,74836,Greak: Memories of Azur,PS4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74839,74839,A Rat's Quest: The Way Back Home,PS4,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74845,74845,Bleak Faith: Forsaken,PS4,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74846,74846,Immortal Realms: Vampire Wars,PS4,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74914,74914,River City Melee Mach!!,PS4,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
